skills,passing_years,company_urls,responsibilities,job_position_name,educationaL_requirements,experiencere_requirement,age_requirement,responsibilities.1,skills_required,matched_score
"['accounts payables', 'accounts receivables', 'Accounts Payable', 'Accounts Receivable', 'administrative functions', 'trial balance', 'banking', 'budget', 'bi', 'closing', 'Computer Applications', 'Credit', 'clients', 'Customer Service', 'data entry', 'delivery', 'driving', 'email', 'insurance', 'inventory', 'ledger', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'Word', 'mortgage loan', 'Enterprise', 'policies', 'QuickBooks', 'Sales', 'sales reports', 'telecommunications', 'phone', 'workflow', 'written']",['2008'],"[None, None, None, None, None, None]","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",Network Support Engineer,"Diploma, Bachelor/Honors",At least 3 years,Age 25 to 35 years,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.683333333
"['Perl', 'Java', 'C++', 'HTML', 'PHP', 'MySQL', 'Scheme', 'MatLab', 'Microsoft Office', 'Adobe Photoshop', 'Adobe Dreamweaver', '3ds Max', 'Windows (95, 98, 2000, XP, Vista)', 'Mac OS', 'Linux', 'Self-motivated', 'Creative thinker', 'Detail-oriented', 'Excellent time management skills']",['Expected May 2010'],"[None, None, None, None]","Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",Site Engineer,Bachelor of Science (BSc) in Civil Engineering,1 to 2 years,Age 25 to 30 years,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","AutoCAD
Communication and negotiation skills
Internet
MS Office",0.313333333
"['Data Science', 'Data Analysis', 'Machine Learning', 'Deep Learning', 'Statistical Analysis', 'Data Mining', 'Computer Vision', 'Algorithm Development', 'Linear Regression', 'Market Basket Analysis', 'Python', 'R', 'SQL', 'NoSQL']","['2017', '2019']","[None, None]","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.413333333
"['C/C++', 'C#', 'Java', 'Javascript', 'Swift', 'HTML', 'MySQL', 'Python', 'Visual Studio', 'Eclipse', 'Unity', 'Xamarin Studio', 'Emacs', 'TextWrangler', 'Xcode', 'Sublime 2', 'OSX', 'Windows', 'Linux', 'iOS', 'Android', 'Unix Terminal', 'Adobe Photoshop', 'Adobe Indesign', 'Google Drive', 'Dropbox', 'Microsoft Office', 'iWorks', 'Google Calendar', 'Mozilla Thunderbird', 'Software Practice I/II', 'Cyber Ethics', 'Artificial Intelligence', 'Differential Equations', 'Computer Graphics', 'Probability and Stats', 'Computer Systems', 'Discrete Mathematics']",['20xx'],"[None, None, None]","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,At least 5 year(s),,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,0.85
"['Machine learning', 'Deep learning', 'Python', 'NLP', 'Computer vision', 'Image processing', 'SQL', 'Data analysis', 'Big Data', 'Spark', 'Apache hive', 'Apache pig', 'Tensorflow', 'Sklearn', 'Data visualization', 'Data science']","['2018', '2020']",[None],"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication",Business Development Executive,Bachelor/Honors,1 to 3 years,Age 22 to 30 years,"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication","Fast typing skill
IELTSInternet browsing & online work ability.",0.35
"['Machine Learning', 'Method Development', 'Artificial Intelligence', 'Data Modeling', 'Data Visualization', 'Data Validation', 'Deep Learning', 'MySQL', 'MongoDB', 'Python', 'Plotly', 'Seaborn', 'Matplotlib']",['2020'],[None],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,4 to 5 years,,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Cisco
Linux
Operation & Maintenance of Server",0.65
"['Embedded Software Development', 'Embedded Systems', 'Project Management', 'Change Management', 'Defect Management', 'Machine Learning', 'Unit Testing', 'C++', 'GIT', 'Data Structures', 'Python']","['2017', '2019']",['N/A'],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.85
"['Program Management', 'Portfolio Management', 'Process Analysis', 'Solution Design', 'Enterprise Software', 'Systems Integration', 'Data Management', 'Product Excellence', 'Agile Methodology', 'People Development', 'Leadership Development', 'Coaching/Mentoring']","[None, None, None]","[None, None, None, None, None]","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting",Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,At least 1 year,Age 25 to 40 years,"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",0.783333333
"['account reconciliations', 'accounting', 'accounts payable', 'Accounts Receivable', 'AP', 'Balance sheet', 'Bank Reconciliation', 'Banking', 'Billing', 'book', 'Com', 'Client', 'edit', 'Finance', 'Financials', 'financial reports', 'Preparing financial reports', 'focus', 'functional', 'General Ledger', 'GL', 'Inventory control', 'process invoices', 'Invoice Processing', 'invoicing', 'MBA', 'mail', 'office', 'Developer', 'profit and loss statement', 'coding', 'reporting', 'researching', 'SAP FI', 'SAP']","['N/A', 'N/A', 'N/A']","[None, None, None]","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","Full Stack Developer (Python,React js)",Bachelor/Honors,3 to 7 years,,"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,0.466666667
"['CPR & First Aid Certified', 'Proficient in Microsoft Word', 'Basic knowledge of Microsoft PowerPoint and Excel']",['2025'],"[None, None]","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.76
"['Data Analytics', 'Artificial Intelligence', 'Data Visualization', 'Machine Learning', 'Python', 'Data Wrangling', 'Featurization', 'Heuristics', 'Data Structures']",['2019'],['N/A'],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.59
"['Microsoft Office (Word, Excel, Power Point, Outlook)', 'Abila MIP Fund Accounting Software', 'QuickBooks, QuickBooks Pro, Quicken', 'ADP, Paychex, Payroll Experts, QuickBooks Payroll Systems']",['N/A'],"[None, None, None, None]","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)",5 to 6 years,Age 25 to 40 years,"Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","HRM Report
Human Resource Management
NGO",0.85
"['Account reconciliation', 'accounting', 'general accounting', 'accounting software', 'accounts payables', 'accounts receivables', 'A/P', 'Arabic', 'Balance sheet', 'bank reconciliations', 'banking', 'billing', 'bookkeeping', 'budgeting', 'budgets', 'budget', 'closing', 'Strong communication skills', 'Controller', 'client', 'clients', 'documentation', 'English', 'Equity', 'finance', 'financial', 'financial analysis', 'analyze financial statements', 'financial statements', 'prepare financial statements', 'Fixed Assets', 'forecasting', 'general ledger', 'GL', 'inventory', 'Investments', 'ledger', 'market', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'MS Word', 'monitors', 'organizational', 'payables', 'payroll', 'personnel', 'problem solving', 'processes', 'Profit', 'Profit and loss account', 'Public Accounting', 'Express', 'QuickBooks', 'reporting', 'Sales', 'supervision', 'Swedish', 'Tax', 'tax returns', 'year-end']","['N/A', 'July 2010', 'June 1998', 'April 2011']","[None, None, None, None]","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration",AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,,"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",0.566666667
"['Microsoft Office Suite', 'Outlook', 'Salesforce.com CRM', 'banking', 'C', 'closing', 'hardware', 'Consulting', 'contracts', 'Customer Relationship Management', 'CRM', 'client', 'Clients', 'e-mail', 'energy saving', 'focus', 'forms', 'functional', 'insurance', 'managing', 'marketing', 'market', 'Microsoft Office Suite', 'office', 'Outlook', 'network', 'new business development', 'newsletter', 'proposals', 'Selling', 'Sales', 'Salesforce.com CRM', 'Six Sigma', 'utilities']",[None],"[None, None, None, None, None, None]","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","Full Stack Developer (Python,React js)",Bachelor/Honors,3 to 7 years,,"Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,0.65
"['Machine Learning', 'Linear Regression', 'Ridge Regression', 'Lasso Regression', 'Tableau', 'Time Series Analysis']",['2020'],['N/A'],"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,Age 25 to 40 years,"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical",0.45
"['Web Development', 'Neural Networks', 'Deep Learning', 'Machine Learning', 'Python', 'TensorflowJS', 'Front End', 'HTML', 'CSS', 'JavaScript', 'Flutter']",['2020'],[None],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.383333333
"['Excellent communication techniques', 'Engineering standards expert', 'Complex problem solver', 'Advanced critical thinking', 'Microsoft Excel', 'Project and Visio', 'Engineering operational functions', 'Multidisciplinary exposure', 'Project management', 'Advanced engineering knowledge', 'Troubleshooting specialist', 'Initiative to work independently', 'Strategic thinker', 'Quality inspection professional', 'Strong collaborative skills', 'Document management testing', 'Patient and diligent', 'MS Office proficiency', 'Google Documents', '5S expert', 'Safety member', 'Validation process specialist', 'Calibration', 'Chemical Engineering technician', 'documentation', 'Engineering Management', 'equipment inventory', 'inspection', 'Maintain inventory', 'Materials', 'processes', 'safety', 'SOP', 'staffing', 'Supervision', 'technical support', 'Technician', 'troubleshooting', 'validations']","['2010', '2020', '1993']","[None, None, None, None, None]","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,Age at most 52 years,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit",0.793333333
"['DBMS', 'RDBMS', 'Software Developer', 'Software Engineer', 'Java', 'SAS', 'SQL', 'Business Intelligence', 'Learning Algorithm', 'Machine Learning', 'Python']",['2021'],['N/A'],"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support",Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,Age at least 22 years,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",0.783333333
"['Embedded Software Development', 'Embedded Systems', 'Project Management', 'Change Management', 'Defect Management', 'Machine Learning', 'Unit Testing', 'C++', 'GIT', 'Data Structures', 'Python']","['2017', '2019']",['N/A'],"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




",Site Engineer,Bachelor of Science (BSc) in Civil Engineering,1 to 2 years,Age 25 to 30 years,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","AutoCAD
Communication and negotiation skills
Internet
MS Office",0.416666667
"['CAD packages (SolidWorks, Autodesk Inventor, AutoCAD, CATIA, PTC CREO)', 'CAE Softwares (HyperMesh, Abaqus, ANSYS, Optistruct)', 'Analysis (Linear & Non-linear Static, Dynamic, GD & T, Tolerance Analysis, Design Optimization)', 'Sheet metal', 'Design for manufacturing', 'Generating Bill of Materials', 'DFMEA', 'Sculpting', 'Advanced material selection for rapid prototyping', 'Advanced manufacturing', 'Welding', '3D printing']","['2017', '2014']","[None, None, None, None, None]","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws",Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,Age at most 52 years,"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit",0.593333333
"['Machine Learning', 'Text Analytics', 'Software Development', 'Data Analysis', 'Python', 'Java', 'JavaScript', 'Matplotlib']",['2020'],['N/A'],"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,At least 2 years,Age 25 to 32 years,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support","Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",0.793333333
"['Microsoft Office Suite', 'Outlook', 'Salesforce.com CRM', 'banking', 'C', 'closing', 'hardware', 'Consulting', 'contracts', 'Customer Relationship Management', 'CRM', 'client', 'Clients', 'e-mail', 'energy saving', 'focus', 'forms', 'functional', 'insurance', 'managing', 'marketing', 'market', 'Microsoft Office Suite', 'office', 'Outlook', 'network', 'new business development', 'newsletter', 'proposals', 'Selling', 'Sales', 'Salesforce.com CRM', 'Six Sigma', 'utilities']",[None],"[None, None, None, None, None, None]","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,At least 1 year,,"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,0.683333333
"['Microsoft Office', 'Microsoft Project', 'Product development', 'Quality', 'Research', 'Six Sigma Green Belt', 'Solid Works', 'Visio', 'Prioritization', 'Personnel management', 'Critical thinking skills', 'Team management', 'Analyst', 'Agency', 'Consulting', 'Cost analysis', 'Critical thinking', 'Designing', 'Dialysis', 'Direction', 'Develop drug', 'Functional', 'IIa', 'ISO', 'Leadership', 'Market and development', 'Design process', 'Product management', 'Researching', 'Sales', 'Six Sigma', 'Validation']",['05/2013'],"[None, None, None]","Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support",Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,At least 2 years,Age 25 to 32 years,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support","Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",0.783333333
"['Data Analysis', 'Machine learning', 'Data Mining', 'Natural Language Processing', 'Linear Regression', 'Cluster Analysis', 'Correlation Analysis', 'Logistic Regression', 'Principal Component Analysis', 'Anova', 'Neural Networks', 'R', 'Python', 'MySQL', 'Tableau', 'Excel', 'SPSS', 'Decision tree']","['2018', '2020']",['N/A'],"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),,Age 20 to 35 years,"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,0.85
"['Python', 'Data Analytics', 'Machine Learning', 'Artificial Intelligence', 'Natural Language Processing', 'Deep Learning', 'Data Analysis', 'Business Analytics', 'SQL', 'Linux', 'Scala']",['2021'],"['N/A', 'N/A']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",Network Support Engineer,"Diploma, Bachelor/Honors",At least 3 years,Age 25 to 35 years,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.65
"['Data Analysis', 'Data Science', 'Machine Learning', 'Customer Analytics', 'Natural Language Processing', 'Python', 'SQL', 'MS', 'Artificial Intelligence']",[None],[None],"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality",Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,At least 4 years,,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",0.683333333
"['Data Analyst', 'Data Analytics', 'Data Analysis', 'Time Series Analysis', 'Business Analytics', 'Predictive Modeling', 'Regression Analysis', 'Image Processing', 'Data Visualization', 'Linear Regression', 'Statistical Analysis', 'Requirement Analysis', 'SQL', 'Tableau', 'Python']",['2019'],['N/A'],"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance",Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical",2 to 5 years,Age 25 to 40 years,"Machinery Maintenance
Troubleshooting
Report Preparation
Log Maintenance","Maintenance  and Troubleshooting
Mechanical",0.35
"['JavaScript (Angular)', 'HTML/CSS', 'Python (Django)', 'SQL (MySQL, PostgreSQL)', 'Git', 'Ruby on Rails']",['2021'],[None],"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge",Network Support Engineer,"Diploma, Bachelor/Honors",At least 3 years,Age 25 to 35 years,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",0.716666667
"['Analytical reasoning', 'Compliance testing knowledge', 'Effective time management', 'Public and private accounting', 'accounting', 'accounting systems', 'accounts payable', 'accounts receivable', 'administrative', 'AR', 'billing', 'closing', 'client', 'clients', 'documentation', 'financial', 'financial reports', 'preparation of financial reports', 'Preparation of financial statements', 'fixed assets', 'managing', 'month-end closing', 'policies', 'maintain records', 'reporting', 'Research', 'sales', 'tax', 'taxes', 'tax returns', 'annual reports', 'year-end']",[None],"[None, None, None, None, None]","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),At least 3 years,,"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",0.816666667
"['Plastics Manufacturing Processes', 'Process Engineering & QA Management', 'New product design and development', 'AutoCAD', 'Bluehill testing software', 'Solidworks', 'Algore FEA', 'Matlab', 'Microsoft Office', 'ISO 9001/AS9100 standards', 'ASTM Material testing and chemical evaluations of materials', 'Design and drafting of custom seal solutions', 'ProE', 'Ansys', 'LabView']","['2006', '2010']","[None, None, None]","Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO",Marketing Officer,Bachelor/Honors,At least 1 year,,"Digital Marketing Strategy
Brand Awareness, Online Traffic
Social Media Management
Google Analytics
Cross-functional Teams
Campaign Execution, SEO","Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",0.35
